ti,repo,measurement_type,data_type,cadence,status,exp,sum,jobs,%Failure
26-AUG-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3115,-44,44,1.00
26-AUG-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3895,-55,55,1.00
26-AUG-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
26-AUG-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2478,-35,35,1.00
26-AUG-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3255,-46,46,1.00
26-AUG-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
26-AUG-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3397,-48,48,1.00
26-AUG-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3681,-52,52,1.00
26-AUG-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3168,-45,45,1.00
26-AUG-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3451,-49,49,1.00
26-AUG-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3461,-49,49,1.00
26-AUG-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3332,-48,48,1.00
26-AUG-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3105,-44,44,1.00
26-AUG-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3188,-45,45,1.00
26-AUG-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3043,-43,43,1.00
26-AUG-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3259,-46,46,1.00
26-AUG-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3254,-46,46,1.00
26-AUG-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3256,-46,46,1.00
26-AUG-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3539,-50,50,1.00
26-AUG-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3394,-48,48,1.00
26-AUG-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3257,-46,46,1.00
26-AUG-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3184,-45,45,1.00
26-NOV-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-NOV-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
26-NOV-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-NOV-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,778,-11,11,1.00
26-NOV-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
26-NOV-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-NOV-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-NOV-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-NOV-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-NOV-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
26-NOV-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
26-NOV-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,777,-11,11,1.00
26-NOV-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-OCT-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,1703,-24,24,1.00
26-OCT-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
26-OCT-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-OCT-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-OCT-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
26-OCT-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
26-SEP-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,212,-3,3,1.00
26-SEP-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,1275,-18,18,1.00
26-SEP-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,71,-1,1,1.00
27-AUG-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3116,-44,44,1.00
27-AUG-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3398,-48,48,1.00
27-AUG-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3256,-46,46,1.00
27-AUG-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3329,-47,47,1.00
27-AUG-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3049,-43,43,1.00
27-AUG-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3327,-47,47,1.00
27-AUG-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3113,-44,44,1.00
27-AUG-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3188,-45,45,1.00
27-AUG-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3116,-44,44,1.00
27-AUG-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3184,-45,45,1.00
27-AUG-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2971,-42,42,1.00
27-AUG-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3255,-46,46,1.00
27-AUG-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2836,-40,40,1.00
27-AUG-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3753,-53,53,1.00
27-AUG-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3398,-48,48,1.00
27-AUG-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3398,-48,48,1.00
27-AUG-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3683,-52,52,1.00
27-AUG-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3257,-46,46,1.00
27-AUG-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
27-AUG-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3324,-47,47,1.00
27-AUG-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2762,-39,39,1.00
27-AUG-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3188,-45,45,1.00
27-AUG-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2830,-40,40,1.00
27-AUG-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3257,-46,46,1.00
27-NOV-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-NOV-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-NOV-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-NOV-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-NOV-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-NOV-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-NOV-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-NOV-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-NOV-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-NOV-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-NOV-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-NOV-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-OCT-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-OCT-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-OCT-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-OCT-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-OCT-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-OCT-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-OCT-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
27-OCT-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-OCT-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-OCT-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-OCT-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-OCT-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-OCT-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
27-OCT-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
27-OCT-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
27-OCT-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
27-OCT-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-AUG-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3823,-54,54,1.00
28-AUG-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3256,-46,46,1.00
28-AUG-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
28-AUG-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3188,-45,45,1.00
28-AUG-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3326,-47,47,1.00
28-AUG-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2620,-37,37,1.00
28-AUG-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3324,-47,47,1.00
28-AUG-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3540,-50,50,1.00
28-AUG-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3680,-52,52,1.00
28-AUG-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3187,-45,45,1.00
28-AUG-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3042,-43,43,1.00
28-AUG-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3398,-48,48,1.00
28-AUG-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2905,-41,41,1.00
28-AUG-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3612,-51,51,1.00
28-AUG-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3470,-49,49,1.00
28-AUG-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3611,-51,51,1.00
28-AUG-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3471,-49,49,1.00
28-AUG-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3330,-47,47,1.00
28-AUG-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3116,-44,44,1.00
28-AUG-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3255,-46,46,1.00
28-AUG-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3822,-54,54,1.00
28-AUG-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2973,-42,42,1.00
28-AUG-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3114,-44,44,1.00
28-AUG-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3613,-51,51,1.00
28-FEB-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,421771,-5963,5963,1.00
28-FEB-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-NOV-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-NOV-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
28-NOV-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
28-NOV-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
28-NOV-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
28-NOV-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-NOV-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,781,-11,11,1.00
28-NOV-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-NOV-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-NOV-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,704,-10,10,1.00
28-NOV-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
28-NOV-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-NOV-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-NOV-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-NOV-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-OCT-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-OCT-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-OCT-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
28-OCT-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
28-OCT-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
28-OCT-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
28-OCT-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
28-OCT-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
28-OCT-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
28-OCT-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-AUG-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2689,-38,38,1.00
29-AUG-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3753,-53,53,1.00
29-AUG-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3539,-50,50,1.00
29-AUG-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3115,-44,44,1.00
29-AUG-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2830,-40,40,1.00
29-AUG-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3047,-43,43,1.00
29-AUG-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3327,-47,47,1.00
29-AUG-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2973,-42,42,1.00
29-AUG-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
29-AUG-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3259,-46,46,1.00
29-AUG-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3116,-44,44,1.00
29-AUG-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3327,-47,47,1.00
29-AUG-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3183,-45,45,1.00
29-AUG-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3258,-46,46,1.00
29-AUG-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2976,-42,42,1.00
29-AUG-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2900,-41,41,1.00
29-AUG-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3378,-49,49,1.00
29-AUG-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2758,-47,47,1.00
29-AUG-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2619,-47,47,1.00
29-AUG-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2400,-43,43,1.00
29-AUG-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,1788,-32,32,1.00
29-AUG-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,2285,-41,41,1.00
29-AUG-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3107,-54,54,1.00
29-AUG-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3193,-48,48,1.00
29-NOV-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-NOV-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-NOV-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-NOV-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-NOV-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
29-NOV-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-NOV-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-NOV-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-NOV-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
29-NOV-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-NOV-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-NOV-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,705,-10,10,1.00
29-NOV-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-NOV-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
29-NOV-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-NOV-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
29-OCT-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 04,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 05,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 06,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 07,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-OCT-2022 08,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 09,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 10,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-OCT-2022 11,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 12,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 13,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 14,GitLabs,Ene-Par,goe-ele,0:05:00,Error,709,-10,10,1.00
29-OCT-2022 15,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 16,GitLabs,Ene-Par,goe-ele,0:05:00,Error,706,-10,10,1.00
29-OCT-2022 17,GitLabs,Ene-Par,goe-ele,0:05:00,Error,708,-10,10,1.00
29-OCT-2022 18,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 19,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 20,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
29-OCT-2022 21,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 22,GitLabs,Ene-Par,goe-ele,0:05:00,Error,710,-10,10,1.00
29-OCT-2022 23,GitLabs,Ene-Par,goe-ele,0:05:00,Error,707,-10,10,1.00
30-AUG-2022 00,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3750,-53,53,1.00
30-AUG-2022 01,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3330,-47,47,1.00
30-AUG-2022 02,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3470,-49,49,1.00
30-AUG-2022 03,GitLabs,Ene-Par,goe-ele,0:05:00,Error,3045,-43,43,1.00
